tt0041125	Anna Lucasta	6.2	152
tt0041134	The Astonished Heart	6.0	422
tt0041136	Clear the Ring	6.4	45
tt0041141	Aventurera	7.5	602
tt0041143	Il bacio di una morta	5.6	8
tt0041144	Bad Boy	6.5	366
tt0041147	Bad Men of Tombstone	6.1	128
tt0041149	Bagdad	5.3	413
tt0041151	Local & Sweet	5.2	10
tt0041152	Bandit King of Texas	6.8	64
tt0041153	Bandits of El Dorado	6.3	72
tt0041154	Late Spring	8.2	17160
tt0041158	The Barkleys of Broadway	7.0	3242
tt0041159	Barrier to the North	5.8	22
tt0041163	Battleground	7.4	7327
tt0041165	The Beautiful Blonde from Bashful Bend	6.0	863
tt0041170	Welcome, Reverend!	6.4	29
tt0041172	Beyond the Forest	6.9	2567
tt0041173	Snow White and the Seven Thieves	5.6	20
tt0041175	The Big Cat	5.5	242
tt0041176	Big Jack	6.1	199
tt0041177	The Big Sombrero	5.4	149
tt0041178	The Big Steal	6.9	4954
tt0041181	Black Hand	6.4	853
tt0041182	Black Magic	6.4	1266
tt0041200	I'm in the Revue	5.2	52
tt0041207	The Bribe	6.6	1993
tt0041209	Bride of Vengeance	5.5	153
tt0041210	Brimstone	6.4	194
tt0041211	Brothers in the Saddle	6.2	142
tt0041218	C-Man	5.8	292
tt0041220	Calamity Jane and Sam Bass	6.0	423
tt0041221	Call of the Forest	5.3	87
tt0041223	Canadian Pacific	5.9	808
tt0041226	Canzoni per le strade	5.5	15
tt0041227	Captain China	5.8	123
tt0041232	Chains	6.7	410
tt0041237	Challenge of the Range	6.8	39
tt0041238	Challenge to Lassie	6.2	614
tt0041239	Champion	7.4	4389
tt0041249	Il cielo è rosso	7.6	34
tt0041251	City Across the River	6.3	412
tt0041252	The Clay Pigeon	6.4	912
tt0041253	Colorado Territory	7.2	2817
tt0041256	How I Discovered America	6.0	11
tt0041257	Come to the Stable	7.2	1408
tt0041261	The Iron Swordsman	7.0	35
tt0041263	Cover Up	6.6	1039
tt0041268	Criss Cross	7.4	8675
tt0041270	Cuatro contra el mundo	7.1	27
tt0041271	The White Line	6.0	53
tt0041280	The Daring Caballero	7.0	47
tt0041287	Death Valley Gunfighter	6.6	88
tt0041291	Desert Vigilante	6.7	58
tt0041302	Domani è troppo tardi	6.9	167
tt0041303	Sunday in August	6.9	559
tt0041307	Donne senza nome	6.5	63
tt0041308	The Doolins of Oklahoma	6.5	534
tt0041311	Down Dakota Way	6.0	147
tt0041313	Down to the Sea in Ships	7.3	992
tt0041327	East Side, West Side	6.9	2272
tt0041328	Easy Living	6.3	912
tt0041329	Edward, My Son	6.5	1337
tt0041332	El Paso	5.8	371
tt0041341	Everybody Does It	6.6	300
tt0041342	Fabiola	6.6	232
tt0041345	The Vila Family	5.6	36
tt0041350	Father was a Fullback	6.4	457
tt0041356	The Flame That Will Not Die	7.2	56
tt0041361	The Fighting Kentuckian	6.4	3328
tt0041362	Fighting Man of the Plains	6.4	498
tt0041368	The File on Thelma Jordon	6.9	2463
tt0041373	Flamingo Road	7.1	2979
tt0041378	Follow Me Quietly	6.5	1628
tt0041385	The Force of Destiny	6.7	33
tt0041387	Francis	6.4	1350
tt0041392	Frontier Investigator	7.1	41
tt0041397	I fuorilegge	5.4	21
tt0041400	The Gal Who Took the West	6.2	290
tt0041405	The Gay Amigo	6.5	107
tt0041427	Die große Kraft	5.4	25
tt0041428	The Great Gatsby	6.5	754
tt0041430	The Great Sinner	6.6	1333
tt0041437	Guilty of Treason	6.0	204
tt0041445	The Hasty Heart	7.3	1399
tt0041452	The Heiress	8.1	15977
tt0041453	Hellfire	6.6	324
tt0041463	Child of the Night	3.6	6
tt0041473	Holiday Affair	7.1	5923
tt0041479	Curtain Call at Cactus Creek	6.4	113
tt0041485	Horsemen of the Sierras	6.6	27
tt0041487	House of Strangers	7.4	3690
tt0041495	I Married a Communist	6.0	1158
tt0041498	I Was a Male War Bride	7.0	8609
tt0041504	The Emperor of Capri	6.5	247
tt0041509	The Inspector General	6.7	3349
tt0041513	Intruder in the Dust	7.6	2348
tt0041514	It Happens Every Spring	6.9	1703
tt0041523	Jigsaw	5.6	885
tt0041526	John Loves Mary	6.2	450
tt0041528	Johnny Holiday	7.4	93
tt0041530	Jolson Sings Again	6.6	671
tt0041538	Katka	6.9	55
tt0041546	Kind Hearts and Coronets	8.0	37492
tt0041555	Knock on Any Door	6.7	3713
tt0041573	The Lady Takes a Sailor	5.9	429
tt0041577	Laramie	6.4	102
tt0041578	The Last Bandit	6.4	107
tt0041583	Law of the Golden West	6.3	20
tt0041590	The Life of Riley	6.8	262
tt0041591	La liga de las muchachas	5.8	25
tt0041596	Las locuras de Tin-Tan	6.6	40
tt0041599	Look for the Silver Lining	6.3	409
tt0041600	Lost Boundaries	7.0	482
tt0041604	Love Happy	5.8	2906
tt0041610	Lust for Gold	6.8	1498
tt0041615	Madame Bovary	7.0	2668
tt0041616	Madness of the Heart	6.1	242
tt0041622	Malaya	6.5	1365
tt0041627	The Man in Black	6.0	280
tt0041628	The Man on the Eiffel Tower	5.8	906
tt0041631	Manhandled	6.6	787
tt0041633	Hand of Death	5.2	12
tt0041634	Manon	6.8	1025
tt0041635	Manèges	7.2	401
tt0041637	Maracatumba... ma non è una rumba	6.6	10
tt0041638	Marechiaro	6.8	15
tt0041639	Margaret of Cortona	5.8	15
tt0041640	La Marie du port	6.6	423
tt0041642	Masked Raiders	6.2	154
tt0041643	Massacre River	6.0	228
tt0041649	My Beloved Juan	7.0	54
tt0041652	Miss Grant Takes Richmond	6.6	879
tt0041662	Mr. Belvedere Goes to College	6.8	788
tt0041663	Mr. Soft Touch	6.6	877
tt0041664	Mrs. Mike	6.5	135
tt0041668	Il Mulatto	6.2	12
tt0041672	My Foolish Heart	6.9	1135
tt0041673	My Friend Irma	6.5	1101
tt0041675	The Mysterious Desperado	6.4	146
tt0041685	Navajo Trail Raiders	7.4	34
tt0041687	Neptune's Daughter	6.4	1581
tt0041694	No Man of Her Own	7.4	2608
tt0041699	Stray Dog	7.8	17338
tt0041702	We Will All Go to Paris	7.1	85
tt0041716	On the Town	7.3	17697
tt0041719	Orpheus	7.9	12389
tt0041720	Another Spring	6.4	16
tt0041723	Outlaw Country	6.5	69
tt0041734	Not Any Weekend for Our Love	5.8	39
tt0041737	Passport to Pimlico	7.1	4837
tt0041746	Pinky	7.2	3195
tt0041747	Pioneer Marshal	6.3	23
tt0041749	The Pirates of Capri	6.1	198
tt0041758	The Firemen of Viggiù	6.1	106
tt0041761	Port of New York	6.0	944
tt0041762	La Portatrice di pane	5.1	16
tt0041766	Powder River Rustlers	6.4	68
tt0041767	Prince of Foxes	6.9	1782
tt0041773	The Doorman	7.3	261
tt0041777	Her Favourite Husband	5.9	109
tt0041783	Ranger of Cherokee Strip	6.1	50
tt0041784	The Valley Resounds	5.8	49
tt0041786	The Reckless Moment	7.1	5111
tt0041787	Red Canyon	6.2	278
tt0041788	The Red Danube	6.4	628
tt0041790	Red Light	6.3	1070
tt0041792	The Red Pony	6.3	1113
tt0041794	Red Stallion in the Rockies	5.4	37
tt0041796	Reign of Terror	6.9	1901
tt0041800	Rendezvous in July	7.1	421
tt0041801	Renegades of the Sage	6.6	19
tt0041803	The Troublemaker	7.1	44
tt0041809	Riders of the Whistling Pines	5.6	215
tt0041810	Rim of the Canyon	6.2	161
tt0041814	The Rival of the Empress	5.5	35
tt0041816	Rock Island Trail	6.1	195
tt0041822	Rope of Sand	6.7	1586
tt0041825	Le Rossignol et les Cloches	5.5	18
tt0041826	Rotation	7.4	361
tt0041827	Roughshod	6.6	673
tt0041838	Samson and Delilah	6.8	8090
tt0041839	San Antone Ambush	3.6	26
tt0041840	Sand	5.7	103
tt0041845	Satan's Cradle	5.7	76
tt0041849	Der Schuß durchs Fenster	6.3	17
tt0041855	The Secret Garden	7.5	3064
tt0041859	The Set-Up	7.8	9166
tt0041866	She Wore a Yellow Ribbon	7.2	17973
tt0041869	Sheriff of Wichita	7.1	49
tt0041871	Shockproof	6.5	1731
tt0041873	Signorinella	6.2	17
tt0041883	Slattery's Hurricane	6.4	482
tt0041885	Slightly French	6.3	336
tt0041886	The Small Back Room	7.2	2720
tt0041899	Song of Surrender	6.6	107
tt0041901	Sons of New Mexico	6.4	117
tt0041904	South Sea Sinner	5.6	126
tt0041905	South of Death Valley	6.2	72
tt0041907	South of St. Louis	6.0	507
tt0041909	Hawk of the Nile	5.1	33
tt0041913	The Bride Can't Wait	6.0	31
tt0041914	Square Dance Jubilee	4.1	48
tt0041915	Stagecoach Kid	6.1	177
tt0041921	A Tale of Five Cities	5.3	122
tt0041923	The Story of Seabiscuit	6.1	804
tt0041925	Fugitive Lady	5.6	41
tt0041926	Strange Bargain	6.7	524
tt0041928	The Stratton Story	7.1	3110
tt0041929	Streets of Laredo	6.6	731
tt0041931	Stromboli	7.2	7145
tt0041935	Susanna Pass	6.1	170
tt0041944	Take Me Out to the Ball Game	6.7	3790
tt0041945	Take One False Step	6.4	458
tt0041947	Tarzan's Magic Fountain	5.9	615
tt0041948	Task Force	6.5	1042
tt0041955	That Forsyte Woman	6.6	1380
tt0041958	Thieves' Highway	7.5	6159
tt0041959	The Third Man	8.1	171669
tt0041971	The Torch	5.5	207
tt0041973	Térj vissza Nápolyba!	5.2	8
tt0041974	Totò cerca casa	6.6	469
tt0041975	Totò Le Mokò	6.8	486
tt0041976	Tough Assignment	5.5	115
tt0041979	Double Cross	6.4	71
tt0041981	Trail of the Yukon	5.7	42
tt0041982	Train of Events	6.5	415
tt0041993	Le Trésor des Pieds-Nickelés	5.2	17
tt0041994	Tulsa	6.2	1235
tt0041997	Twilight in the Sierras	6.2	136
tt0041998	Thirst	6.5	2554
tt0042001	A Certain Mister	4.5	15
tt0042003	A Man Walks in the City	6.9	109
tt0042004	Under Capricorn	6.2	7388
tt0042005	Under My Skin	6.6	346
tt0042006	The Undercover Man	6.6	1209
tt0042007	Undertow	6.6	682
tt0042013	La Valse de Paris	6.4	53
tt0042021	Vespro siciliano	6.4	10
tt0042030	Volcano	6.7	308
tt0042033	The Walking Hills	6.5	890
tt0042039	Whirlpool	6.7	4326
tt0042040	Whisky Galore!	7.1	6048
tt0042041	White Heat	8.1	33119
tt0042050	The Wolf Hunters	4.9	41
tt0042055	The Wyoming Bandit	6.4	92
tt0042061	The Younger Brothers	5.1	218
tt0042062	Yvonne of the Night	6.4	85
tt0042175	47 morto che parla	6.9	440
tt0042176	711 Ocean Drive	6.8	1756
tt0042179	Abbott and Costello in the Foreign Legion	6.4	2976
tt0042181	Across the Badlands	7.2	40
tt0042182	The Admiral Was a Lady	5.8	368
tt0042184	Afsar	7.9	24
tt0042185	Agustina of Aragon	6.0	87
tt0042188	Al son del mambo	7.0	26
tt0042190	Alina	6.3	121
tt0042192	All About Eve	8.2	131433
tt0042194	The Glass Castle	6.1	232
tt0042195	American Guerrilla in the Philippines	5.9	1180
tt0042197	Andersson's Kalle	5.4	84
tt0042198	The Angel with the Trumpet	6.2	139
tt0042199	Angelo tra la folla	6.2	7
tt0042200	Annie Get Your Gun	6.9	4930
tt0042201	Apartado de correos 1001	6.8	143
tt0042202	That Man from Tangier	5.0	34
tt0042203	The Arizona Cowboy	5.9	71
tt0042206	Armored Car Robbery	6.9	2776
tt0042207	Arzoo	7.3	60
tt0042208	The Asphalt Jungle	7.8	27515
tt0042209	At War with the Army	5.5	2439
tt0042210	Atoll K	5.5	2059
tt0042215	Oh Darling! Look What You've Done!	7.5	85
tt0042216	عيني بترف	7.7	18
tt0042217	Father Amin	6.5	199
tt0042218	بابا عريس	6.3	18
tt0042219	Backfire	6.5	1407
tt0042220	Bait	4.6	23
tt0042221	Under the Skies of the Asturias	6.6	11
tt0042222	Reckless	6.4	153
tt0042223	Ballerina	5.4	9
tt0042224	The Bandit Queen	5.9	100
tt0042225	Banwra	6.8	10
tt0042226	Battle of Roses	6.6	100
tt0042227	Bluebeard	5.8	67
tt0042229	The Baron of Arizona	7.0	2224
tt0042230	Barricade	5.9	263
tt0042233	Bawre Nain	7.1	43
tt0042235	Beauty and the Devil	7.4	1645
tt0042237	Belle of Old Mexico	6.5	32
tt0042238	Bellezze in bicicletta	6.2	26
tt0042239	Bells of Coronado	5.9	208
tt0042240	Symphonie einer Weltstadt	6.2	27
tt0042241	Bernard and the Lion	4.5	18
tt0042242	Between Midnight and Dawn	6.5	753
tt0042243	Beware of Blondie	6.0	215
tt0042244	Beyond the Purple Hills	6.4	117
tt0042246	Bibi Fricotin	4.8	50
tt0042247	The Big Hangover	5.9	508
tt0042249	The Big Lift	6.4	1597
tt0042250	Highway 301	6.7	723
tt0042252	La bisarca	6.2	34
tt0042253	Bitter Springs	6.1	169
tt0042254	The Crossroads	6.7	28
tt0042255	Black Jack	5.9	147
tt0042256	The Black Rose	6.2	2215
tt0042257	Blackmailed	7.3	41
tt0042262	Blonde Dynamite	6.2	353
tt0042263	Blondie's Hero	5.9	203
tt0042264	Blue Grass of Kentucky	6.4	32
tt0042265	The Blue Lamp	6.8	2210
tt0042266	Blues Busters	6.6	446
tt0042267	The Body Said No!	4.1	25
tt0042269	The Atomic Fireman	7.3	422
tt0042273	Border Treasure	5.9	126
tt0042274	Borderline	6.0	1426
tt0042275	Born to Be Bad	6.7	2435
tt0042276	Born Yesterday	7.5	11463
tt0042277	Bōryoku no Machi	6.5	11
tt0042279	Branded	6.7	910
tt0042281	The Breaking Point	7.5	3513
tt0042282	Breakthrough	6.7	409
tt0042283	Criminal Brigade	6.3	82
tt0042284	Il Brigante Musolino	7.3	64
tt0042285	Bright Leaf	6.6	1339
tt0042286	Broken Arrow	7.2	8841
tt0042287	Buccaneer's Girl	6.1	610
tt0042288	Buckaroo Sheriff of Texas	4.4	22
tt0042289	Bunco Squad	6.1	293
tt0042292	Bürgermeister Anna	7.9	20
tt0042293	The Cadets of Gascony	5.8	27
tt0042294	Café Paradis	7.5	196
tt0042295	Cage of Gold	6.4	466
tt0042296	Caged	7.6	3983
tt0042297	Il Caimano del Piave	4.3	12
tt0042298	Cairo Road	5.5	236
tt0042299	California Passage	6.4	110
tt0042300	Call of the Klondike	6.1	50
tt0042301	Path of Hope	7.5	599
tt0042307	The Black Captain	5.7	12
tt0042308	Captain Poison	6.2	52
tt0042310	Captain Carey	6.1	519
tt0042313	The Capture	5.9	553
tt0042314	Cargo to Capetown	6.0	127
tt0042315	The Cariboo Trail	5.9	761
tt0042316	Caroline Chérie	6.0	146
tt0042318	Casimir	5.3	131
tt0042319	Cassino to Korea	7.0	12
tt0042323	Chain Gang	5.3	102
tt0042324	Chain Lightning	6.0	1442
tt0042325	Champagne for Caesar	7.4	1141
tt0042326	Chance of a Lifetime	6.8	290
tt0042327	Cheaper by the Dozen	7.0	5327
tt0042328	Cherokee Uprising	6.4	26
tt0042329	Chinnamul	8.3	52
tt0042333	The Clouded Yellow	6.9	887
tt0042334	Code of the Silver Sage	6.8	46
tt0042335	Cody of the Pony Express	6.6	37
tt0042338	Colt .45	6.0	1012
tt0042339	Comanche Territory	5.6	730
tt0042340	The Company She Keeps	6.3	564
tt0042341	Il Conte di Sant'Elmo	5.6	19
tt0042342	Against the Law	6.3	18
tt0042343	Convicted	6.8	1194
tt0042344	Copper Canyon	6.2	699
tt0042345	Cordula	5.3	28
tt0042346	The Black Crown	6.8	119
tt0042347	The King's Mail	5.7	14
tt0042348	County Fair	5.8	28
tt0042349	Cow Town	6.3	104
tt0042351	Crime and Punishment	7.0	55
tt0042352	Crisis	6.7	1714
tt0042354	The Forbidden Christ	7.1	254
tt0042355	Story of a Love Affair	7.1	3073
tt0042356	Crooked River	5.3	66
tt0042359	The Magic Sword	8.0	413
tt0042361	Tales of the Alhambra	5.2	19
tt0042362	Hearts at Sea	5.5	79
tt0042363	The Cure for Love	7.4	31
tt0042367	Cyrano de Bergerac	7.4	4172
tt0042369	D.O.A.	7.2	12030
tt0042370	Dakota Lil	5.7	183
tt0042371	Far from Moscow	6.1	27
tt0042372	Dallas	6.2	1404
tt0042375	La dame de chez Maxim's	5.6	22
tt0042376	The Damned Don't Cry!	7.2	3095
tt0042377	Dance Hall	6.2	212
tt0042379	Dark City	6.7	2461
tt0042380	Dastan	6.9	74
tt0042382	The Daughter of Rosie O'Grady	6.5	522
tt0042383	Davy Crockett, Indian Scout	5.4	309
tt0042385	Woman to Woman	5.8	24
tt0042386	La Virgen gitana	6.8	30
tt0042387	Deported	6.2	204
tt0042388	Deseada	6.7	43
tt0042389	The Desert Hawk	5.4	274
tt0042390	Desperadoes of the West	6.6	87
tt0042392	Destination Big House	6.4	39
tt0042393	Destination Moon	6.3	4244
tt0042394	Destination Murder	6.1	983
tt0042395	Devil's Doorway	7.2	1664
tt0042397	Dial 1119	6.7	1193
tt0042398	Il Diavolo in convento	6.7	10
tt0042399	Dick Barton at Bay	4.4	150
tt0042401	Dieu a besoin des hommes	7.3	86
tt0042402	De Dijk is Ditch	6.2	33
tt0042405	Das Haus in der Einöde	5.6	33
tt0042407	The Miners of Donetsk	5.3	33
tt0042408	Dopey Dicks	7.7	410
tt0042409	Two Times Lotte	7.0	582
tt0042410	Double Confession	6.4	345
tt0042411	Double Crossbones	6.0	321
tt0042412	Double Deal	6.1	236
tt0042413	Doña Perfecta	7.3	102
tt0042415	Three Girls Spinning	6.3	17
tt0042416	Third from the Right	6.8	20
tt0042417	Duchess of Idaho	6.3	581
tt0042419	Due mogli sono troppe	5.1	38
tt0042425	Dynamite Pass	5.8	155
tt0042426	The Eagle and the Hawk	5.9	320
tt0042427	Devotion	7.3	20
tt0042428	Edge of Doom	6.4	799
tt0042429	Edward and Caroline	7.0	643
tt0042432	The Elusive Pimpernel	6.1	564
tt0042433	Emergency Wedding	6.0	101
tt0042434	In the Palm of Your Hand	7.5	296
tt0042436	Les Enfants Terribles	7.0	4091
tt0042437	The Orplid Mystery	7.0	72
tt0042439	A Day Will Come	8.7	20
tt0042442	Experiment Alcatraz	5.6	328
tt0042444	The Rabanser Case	6.4	41
tt0042445	The Falling Star	6.2	22
tt0042447	Fancy Pants	6.5	1337
tt0042449	Father Is a Bachelor	6.7	488
tt0042451	Father of the Bride	7.1	11601
tt0042453	Federal Agent at Large	6.0	58
tt0042459	Figaro qua, Figaro là	6.6	108
tt0042461	Filomena Marturano	7.2	41
tt0042463	The Fireball	5.7	347
tt0042464	The Flame and the Arrow	6.8	3910
tt0042465	Flesh and Blood	5.9	77
tt0042466	Girl with Hyacinths	7.6	904
tt0042468	The Flying Missile	5.7	191
tt0042469	The Flying Saucer	3.6	534
tt0042470	Folie douce	5.4	13
tt0042472	For Heaven's Sake	6.4	457
tt0042474	Fortunes of Captain Blood	5.7	346
tt0042477	The Flowers of St. Francis	7.3	3730
tt0042478	The Franchise Affair	7.2	292
tt0042480	Doctor Praetorius	7.1	109
tt0042481	Frei Luís de Sousa	6.0	101
tt0042482	Frenchie	6.3	500
tt0042483	Frisco Tornado	6.3	76
tt0042485	Teacher's First Born	5.5	66
tt0042486	Spring on Ice	8.0	44
tt0042488	The Fuller Brush Girl	6.6	899
tt0042490	The Furies	7.3	3433
tt0042491	Furigat	7.1	10
tt0042493	The White Hell of Pitz Palu	6.2	60
tt0042494	Five Suspects	6.9	32
tt0042495	Gabriela	6.8	35
tt0042496	Gambling House	6.1	475
tt0042500	The Violin Maker of Mittenwald	6.2	14
tt0042504	The Disturbed Wedding Night	6.1	18
tt0042506	The Girl from San Lorenzo	7.0	30
tt0042509	The Glass Menagerie	7.1	1170
tt0042513	Gone to Earth	6.9	1342
tt0042514	The Good Humor Man	6.3	469
tt0042516	The City Turns the Lights On	7.4	42
tt0042519	O Grande Elias	7.0	239
tt0042521	The Great Jewel Robber	6.5	186
tt0042522	State Secret	7.0	686
tt0042524	The Great Rupert	6.5	1248
tt0042525	Border Post 58	5.7	12
tt0042526	Grounds for Marriage	5.8	240
tt0042529	Guilty Bystander	6.2	924
tt0042530	Gun Crazy	7.6	13454
tt0042531	The Gunfighter	7.7	11346
tt0042534	Gunman in the Streets	6.6	400
tt0042539	Halls of Montezuma	6.6	2762
tt0042541	The Happiest Days of Your Life	7.2	1742
tt0042542	The Happy Years	6.8	729
tt0042543	Harbor of Missing Men	6.3	72
tt0042544	Harriet Craig	7.3	2051
tt0042546	Harvey	7.9	55813
tt0042548	He's a Cockeyed Wonder	5.1	150
tt0042550	Wonderful Times	5.5	28
tt0042552	High Lonesome	5.3	260
tt0042553	Highly Dangerous	5.9	589
tt0042556	Hills of Oklahoma	6.1	54
tt0042560	Historien om Hjortholm	6.6	31
tt0042561	Hit Parade of 1951	6.4	19
tt0042562	Hjärter Knekt	5.1	68
tt0042564	Hochzeitsnacht im Paradies	6.2	11
tt0042565	Hoedown	6.1	52
tt0042566	حكم القوي	7.8	17
tt0042568	Holiday Rhythm	6.7	30
tt0042574	The Honesty of the Look	7.0	60
tt0042579	House by the River	7.1	3600
tt0042580	Hugs and Mugs	7.3	298
tt0042581	Joe Palooka in Humphrey Takes a Chance	6.4	46
tt0042582	Hunt the Man Down	6.4	652
tt0042587	I Shot Billy the Kid	5.2	84
tt0042588	I Was a Shoplifter	6.0	270
tt0042589	I'll Get By	5.9	190
tt0042590	I'll Get You for This	5.9	160
tt0042593	In a Lonely Place	7.9	31875
tt0042594	L'inafferrabile 12	6.0	17
tt0042597	The Fighting Men	4.8	33
tt0042599	Into the Blue	6.6	54
tt0042600	The Invisible Monster	4.4	238
tt0042601	Io sono il capataz	5.0	69
tt0042602	The Iroquois Trail	6.1	183
tt0042605	Maria Islands	6.9	101
tt0042609	The Jackie Robinson Story	6.3	1321
tt0042610	The Jackpot	6.7	1070
tt0042614	Jetzt schlägt's 13	6.5	116
tt0042615	Jiggs and Maggie Out West	5.5	41
tt0042617	Joe Palooka in the Squared Circle	5.4	35
tt0042618	Johnny One-Eye	5.4	143
tt0042619	Diary of a Country Priest	7.8	11529
tt0042621	Juliette, or Key of Dreams	7.0	411
tt0042622	Julius Caesar	6.3	452
tt0042625	Justice Is Done	7.1	378
tt0042627	Heart of Stone	7.3	607
tt0042628	The Kangaroo Kid	5.8	63
tt0042629	Kansas Raiders	6.1	1218
tt0042630	Kastrullresan	5.9	53
tt0042634	Key to the City	6.4	802
tt0042638	The Kid from Texas	6.3	687
tt0042639	Listen to the Voices of the Sea	6.6	27
tt0042641	Kill the Umpire	6.3	600
tt0042642	Killer Shark	4.4	249
tt0042643	The Killer That Stalked New York	6.4	1618
tt0042644	Kim	6.5	2056
tt0042645	Child of the Danube	4.6	56
tt0042646	King Solomon's Mines	6.8	6304
tt0042647	Katharinas Ehe	5.5	28
tt0042648	Kiss Tomorrow Goodbye	7.1	2142
tt0042649	Dr. Knock	7.3	550
tt0042650	Kon-Tiki	7.9	2620
tt0042655	The Quartet That Split Up	5.4	29
tt0042656	The Kiss on the Cruise	4.5	31
tt0042657	King for One Night	5.5	15
tt0042658	Royal Children	7.0	29
tt0042660	Különös házasság	7.9	23
tt0042662	The Thief of Venice	5.4	36
tt0042663	The Lady Craved Excitement	5.5	40
tt0042664	A Lady Without Passport	6.1	857
tt0042665	Last Holiday	7.4	1863
tt0042666	Last of the Buccaneers	5.2	158
tt0042667	Law of the Badlands	6.0	116
tt0042669	The Lawless	6.7	655
tt0042672	The Lioness of Castille	5.4	37
tt0042674	Let's Dance	6.1	540
tt0042676	Love on Ice	5.6	13
tt0042677	A Life of Her Own	6.2	1169
tt0042678	Lightning Guns	6.3	68
tt0042679	Lilli Marlene	5.0	130
tt0042683	The Allure of Danger	7.8	12
tt0042684	Loffe blir polis	4.8	10
tt0042685	Lonely Heart Bandits	6.3	45
tt0042687	Louisa	6.7	479
tt0042688	Love That Brute	6.3	162
tt0042690	Love at First Bite	7.1	285
tt0042692	Variety Lights	7.1	3448
tt0042693	Lucky Losers	6.3	325
tt0042694	Les Lumières de ma ville	4.5	17
tt0042695	The Merry Wives of Windsor	6.4	23
tt0042697	Ma and Pa Kettle Go to Town	6.7	815
tt0042700	Madeleine	6.9	1788
tt0042702	The Magnificent Yankee	6.8	609
tt0042704	The House on the Dune	5.8	13
tt0042707	The Man Who Cheated Himself	6.8	2422
tt0042708	The Man in Search of Himself	7.3	10
tt0042711	The Mark of the Fox	7.4	154
tt0042712	The Naked Heart	5.2	30
